NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
915,제주특별자치도 제주시 노형동,945,945,0,유나이티드,42.75,202406,28,"17,000",-,6,개인,개인,1984,원노형10길 28,-,중개거래,제주 제주시,24.07.15
916,제주특별자치도 제주시 일도이동,1046-2,1046,2,기산,59.96,202406,28,"21,500",102,6,개인,개인,1997,삼성로5길 9,-,중개거래,제주 제주시,24.11.18
917,제주특별자치도 제주시 연동,260-39,260,39,연동태홍누리안3차,84.42,202406,28,"35,000",-,7,개인,개인,2009,삼무로 15,-,중개거래,제주 제주시,24.07.10
918,제주특별자치도 제주시 이도이동,1061-10,1061,10,메디치,25.48,202406,27,"7,900",-,8,개인,개인,2012,가령로 76,-,중개거래,제주 제주시,24.07.25
919,제주특별자치도 제주시 일도이동,47,47,0,일도삼주,59.97,202406,27,"28,000",103,4,개인,개인,1993,천수로8길 18,-,중개거래,제주 제주시,24.07.10
920,제주특별자치도 제주시 이도이동,1021-3,1021,3,도남아델하임,84.39,202406,27,"37,500",-,9,개인,개인,2013,신성로10길 41,-,중개거래,제주 제주시,24.08.12
921,제주특별자치도 제주시 연동,294-3,294,3,대원에버그린빌,29.31,202406,26,"8,500",-,10,개인,개인,2012,노연로 126,20240703,중개거래,제주 제주시,-
922,제주특별자치도 제주시 일도이동,113-5,113,5,일도2차대림,77.02,202406,26,"41,800",201,1,개인,개인,1995,태성로 39,-,중개거래,제주 제주시,24.08.19
923,제주특별자치도 제주시 이도이동,1011-1,1011,1,화이트스톤빌,15.9,202406,26,"6,500",-,10,개인,개인,2014,신성로14길 13,-,직거래,-,24.06.26
924,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.84,202406,26,"44,500",106,9,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.06.27
925,제주특별자치도 제주시 외도일동,534-1,534,1,갤럭시타운,67.7146,202406,26,"26,000",-,4,개인,개인,2013,우령서로 57,-,중개거래,제주 제주시,24.08.30
926,제주특별자치도 제주시 연동,Jan-22,2322,1,연동세기2차,59.65,202406,26,"18,500",-,5,개인,개인,1994,성신로1길 13,-,중개거래,제주 제주시,24.07.04
927,제주특별자치도 제주시 연동,257,257,0,디지털한빛,84.719,202406,26,"49,000",디지털한빛아파트 101,3,개인,개인,2005,연동4길 32,-,중개거래,제주 제주시,24.09.23
928,제주특별자치도 제주시 연동,294-3,294,3,대원에버그린빌,29.31,202406,26,"8,500",-,10,개인,개인,2012,노연로 126,-,중개거래,제주 제주시,24.07.08
929,제주특별자치도 제주시 연동,294-3,294,3,대원에버그린빌,29.31,202406,26,"8,500",-,9,개인,개인,2012,노연로 126,-,중개거래,제주 제주시,24.07.08
930,제주특별자치도 제주시 삼도이동,602-1,602,1,아이린5차,84.72,202406,26,"40,700",-,7,개인,개인,2018,전농로9길 27,-,중개거래,제주 제주시,24.07.18
931,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202406,25,"44,000",503,7,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.08.08
932,제주특별자치도 제주시 도남동,71,71,0,수선화(71),39.79,202406,25,"13,500",-102,3,개인,법인,1993,도남로17길 20,-,직거래,-,24.07.12
933,제주특별자치도 제주시 도련일동,1751,1751,0,아르미아아파트,76.9723,202406,25,"32,500",101동,2,개인,개인,2017,매촌2길 70,-,중개거래,제주 제주시,24.09.30
934,제주특별자치도 제주시 노형동,943,943,0,노형해모로루엔,76.6417,202406,25,"68,000",101동,10,개인,개인,2019,원노형10길 20,-,중개거래,제주 제주시,24.07.19
935,제주특별자치도 제주시 삼도일동,565-2,565,2,아이린3차,71.62,202406,24,"28,900",-,6,개인,개인,2013,서광로 202-1,-,중개거래,제주 제주시,24.07.26
936,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202406,24,"30,500",201,4,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.09.11
937,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202406,24,"21,650",109,11,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.07.12
938,제주특별자치도 제주시 애월읍 하귀2리,3026,3026,0,하귀푸르미르,84.5492,202406,24,"40,500",-,7,개인,법인,2022,답동2길 23-25,20240823,중개거래,제주 제주시,-
939,제주특별자치도 제주시 연동,Mar-13,2313,3,삼오한마음,84.86,202406,24,"23,000",-,4,개인,개인,1995,도령로11길 26-5,-,중개거래,제주 제주시,24.07.24
940,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.85,202406,24,"58,000",203,9,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.12.30
941,제주특별자치도 제주시 삼도일동,321-1,321,1,삼성뜨래별,81.21,202406,24,"40,350",-,8,개인,개인,2016,홍랑길 26-17,-,중개거래,제주 제주시,24.08.08
942,제주특별자치도 제주시 애월읍 하귀2리,3026,3026,0,하귀푸르미르,84.5492,202406,24,"40,500",-,7,개인,법인,2022,답동2길 23-25,-,중개거래,제주 제주시,24.08.28
943,제주특별자치도 제주시 용담이동,Jan-06,2706,1,장원하이빌아파트,84.639,202406,23,"26,000",102,4,개인,개인,2007,용문로14길 14,-,중개거래,제주 제주시,24.07.10
944,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채,84.8055,202406,22,"25,100",나동,1,개인,법인,2017,함덕12길 51,-,중개거래,제주 제주시,24.07.22
945,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202406,22,"45,000",-,8,개인,개인,2013,화삼로 166,20240705,중개거래,제주 제주시,-
946,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202406,22,"45,000",503,8,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.09.06
947,제주특별자치도 제주시 연동,304-5,304,5,코스모스태홍누리안5차,83.685,202406,22,"44,000",-,4,개인,개인,2013,신대로 136,-,중개거래,제주 제주시,24.07.31
948,제주특별자치도 제주시 노형동,920-13,920,13,노형해든빌(920-13),84.11,202406,21,"47,500",-,2,개인,개인,2012,원노형2길 38,-,중개거래,제주 제주시,24.08.05
949,제주특별자치도 제주시 일도이동,330,330,0,예그린하우스텔5차,32.07,202406,21,"13,400",-,3,공공기관,개인,2017,고마로 48,-,직거래,-,24.06.28
950,제주특별자치도 제주시 건입동,666-5,666,5,다남맨션,82.34,202406,21,"9,800",-,3,개인,개인,1990,사라봉1길 8,-,직거래,-,24.06.25
951,제주특별자치도 제주시 용담이동,609-68,609,68,남양맨션,58.02,202406,21,"9,800",남양아파트,5,개인,개인,1989,용화로5길 14,-,중개거래,제주 제주시,24.09.10
952,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202406,21,"33,800",203,7,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.07.01
953,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.56,202406,21,"50,000",104,15,개인,개인,2001,연화로 16,-,중개거래,제주 제주시,24.08.26
954,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,202406,21,"64,000",503,11,개인,개인,2001,과원북2길 12,-,중개거래,제주 제주시,24.07.16
955,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202406,21,"24,800",105,2,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,25.03.27
956,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,101.8684,202406,21,"59,800",204동,5,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.07.31
957,제주특별자치도 제주시 연동,277-5,277,5,제웅솔내음,23.853,202406,21,"9,300",-,7,개인,개인,2012,신대로20길 45,-,직거래,-,24.06.21
958,제주특별자치도 제주시 삼양일동,1583-9,1583,9,라오체블랙비치,84.9084,202406,20,"31,000",-,4,개인,개인,2018,선사로8길 61,-,중개거래,제주 제주시,24.08.05
959,제주특별자치도 제주시 이도이동,777,777,0,주공3,39.69,202406,20,"45,000",304,2,개인,개인,1989,구남로 31,-,직거래,-,24.06.28
960,제주특별자치도 제주시 노형동,930-7,930,7,재영윈저캐슬,43.06,202406,20,"19,000",-,7,개인,개인,2013,노연로 38,-,중개거래,제주 제주시,24.06.28
961,제주특별자치도 제주시 조천읍 신촌리,Feb-34,1934,2,로잔팰리스,83.521,202406,20,"28,500",-,3,개인,개인,2017,신북로 97-1,-,중개거래,제주 제주시,24.07.18
962,제주특별자치도 제주시 삼도이동,1241-14,1241,14,동인스파월드빌,112.32,202406,20,"19,500",-,6,개인,개인,2004,중앙로26길 2,-,직거래,-,24.06.20
963,제주특별자치도 제주시 연동,2332-17,2332,17,도령해든빌,22.535,202406,20,"7,000",-,10,개인,개인,2011,도령로 127-1,-,중개거래,제주 제주시,24.06.21
964,제주특별자치도 제주시 도남동,Jan-77,77,1,우주도남,59.265,202406,19,"16,200",-,3,개인,개인,1995,독짓골4길 11-6,-,중개거래,제주 제주시,24.07.16
965,제주특별자치도 제주시 용담이동,619,619,0,용두암현대3,84.75,202406,19,"24,500",2동,3,개인,개인,1992,성화로6길 46,-,직거래,-,24.06.24
966,제주특별자치도 제주시 도남동,Jun-50,50,6,성원1,43.45,202406,19,"7,000",-,5,개인,개인,1993,도남로10길 35-10,-,중개거래,제주 제주시,24.06.21
967,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,39.84,202406,19,"17,000",103,5,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.08.05
968,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202406,18,"47,300",313동,3,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.11.29
969,제주특별자치도 제주시 도남동,Jan-69,69,1,수선화(69-1)2차,39.65,202406,18,"12,800",202,3,개인,개인,1993,도남로 129,-,중개거래,제주 제주시,24.07.25
970,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202406,18,"48,100",101,8,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.07.29
971,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202406,18,"44,000",101,7,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.07.18
972,제주특별자치도 제주시 일도이동,113-7,113,7,대유대림아파트,79.851,202406,18,"47,000",제주대유대림아파트 314,1,개인,개인,1997,남광로 181,-,중개거래,제주 제주시,24.08.21
973,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202406,18,"47,000",311동,5,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.07.29
974,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,75.65,202406,17,"53,700",-,4,개인,개인,2006,수덕로 44,20240618,중개거래,제주 제주시,-
975,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,75.65,202406,17,"53,700",-,4,개인,개인,2006,수덕로 44,20240618,중개거래,제주 제주시,-
976,제주특별자치도 제주시 도두일동,2614,2614,0,블루파크시티,21.2369,202406,17,"13,000",-,6,개인,개인,2018,도두항서길 41,-,중개거래,제주 제주시,24.07.01
977,제주특별자치도 제주시 이도일동,1258-1,1258,1,장원스카이팰리스,84.755,202406,17,"37,000",-,10,개인,개인,2013,동광로3길 3,-,직거래,-,24.07.08
978,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.56,202406,17,"50,000",103,9,개인,개인,2001,연화로 16,-,중개거래,제주 제주시,24.06.26
979,제주특별자치도 제주시 연동,1399-1,1399,1,대림이편한세상2차,84.978,202406,17,"78,000",206,13,개인,개인,2002,연화로 25,-,중개거래,제주 제주시,24.09.02
980,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,75.65,202406,17,"53,700",214,4,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.06.28
981,제주특별자치도 제주시 노형동,1289-1,1289,1,제동프린스빌,32.09,202406,17,"12,200",-,8,개인,개인,2003,다랑곶길 10,-,직거래,-,24.06.21
982,제주특별자치도 제주시 노형동,912-2,912,2,재영샤르빌,33.7216,202406,17,"14,000",-,7,개인,개인,2012,원노형5길 34,-,중개거래,제주 제주시,24.09.12
983,제주특별자치도 제주시 도남동,Jan-69,69,1,수선화(69-1)2차,39.89,202406,16,"17,500",201,3,개인,개인,1993,도남로 129,-,직거래,-,24.06.27
984,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,84.9908,202406,15,"73,000",108동,4,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,25.01.17
985,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202406,15,"56,500",202,2,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.08.23
986,제주특별자치도 제주시 일도이동,113-7,113,7,대유대림아파트,84.945,202406,14,"54,000",제주대유대림아파트 306,1,개인,개인,1997,남광로 181,-,중개거래,제주 제주시,24.07.25
987,제주특별자치도 제주시 연동,Jul-31,2331,7,진호뉴캐슬,83.37,202406,14,"22,000",-,5,개인,개인,2004,도령로 111,-,직거래,-,24.07.12
988,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.7758,202406,14,"51,500",208,6,개인,개인,2013,화삼로 12,-,중개거래,제주 제주시,24.07.18
989,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.7758,202406,14,"51,500",-,6,개인,개인,2013,화삼로 12,20240717,중개거래,제주 제주시,-
990,제주특별자치도 제주시 일도이동,113-5,113,5,일도2차대림,77.02,202406,13,"41,500",204,2,개인,개인,1995,태성로 39,-,중개거래,제주 제주시,24.09.09
991,제주특별자치도 제주시 삼양이동,2318,2318,0,제주삼화사랑으로부영3차,66.4409,202406,13,"46,700",306,12,개인,개인,2013,화삼로 167,-,중개거래,제주 제주시,24.07.26
992,제주특별자치도 제주시 봉개동,Jan-65,1965,1,봉개갤럭시타운2차,65.0266,202406,13,"23,000",-,4,개인,개인,2016,봉개4길 21,-,중개거래,제주 제주시,24.08.22
993,제주특별자치도 제주시 용담삼동,984-1,984,1,용담이레빌,69.7875,202406,13,"15,000",-,6,개인,개인,2013,용마로1길 15,-,직거래,-,24.06.14
994,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,84.9753,202406,12,"65,700",104동,1,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,24.08.20
995,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,202406,12,"67,000",-,5,개인,개인,2001,원노형로 93,20240820,중개거래,제주 제주시,-
996,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202406,12,"45,000",103,5,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.08.13
997,제주특별자치도 제주시 애월읍 하귀2리,1437,1437,0,하귀코아루오션뷰,84.9619,202406,12,"39,290",101동,3,개인,법인,2018,항몽로 7,-,중개거래,제주 제주시,24.07.31
998,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202406,11,"48,000",210동,4,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.07.30
999,제주특별자치도 제주시 화북이동,Jun-55,4955,6,장원그린빌,84.7874,202406,11,"22,000",-,7,개인,개인,2002,거로서길 15,-,중개거래,제주 제주시,24.07.11
1000,제주특별자치도 제주시 연동,278-2,278,2,제주연동한일베라체더퍼스트,83.6381,202406,11,"59,500",101동,5,개인,개인,2023,사장3길 32,-,중개거래,제주 제주시,24.08.07
1001,제주특별자치도 제주시 봉개동,Jun-65,1965,6,봉개갤럭시타운1차,60.2425,202406,11,"24,500",-,6,개인,개인,2016,봉개4길 22,-,중개거래,제주 제주시,24.07.08
1002,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202406,11,"48,500",314동,2,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,25.01.14
1003,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202406,10,"43,500",부영아파트 207,11,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,24.08.30
1004,제주특별자치도 제주시 화북일동,09월 01일,9,1,"화북주공2,3단지",59.93,202406,9,"31,600",화북2아파트211,6,개인,개인,1998,동화로1길 39,-,중개거래,제주 제주시,24.06.25
1005,제주특별자치도 제주시 연동,258,258,0,연동뜨레모아,84.9044,202406,9,"60,500",-,4,개인,개인,2016,연동4길 36,-,중개거래,제주 제주시,24.06.20
1006,제주특별자치도 제주시 삼도이동,602-1,602,1,아이린5차,84.72,202406,8,"38,500",-,3,개인,개인,2018,전농로9길 27,-,중개거래,제주 제주시,24.08.12
1007,제주특별자치도 제주시 외도일동,537-3,537,3,더그라벨,84.5244,202406,8,"30,000",-,8,개인,개인,2016,우령서로 69,-,중개거래,제주 제주시,24.07.18
1008,제주특별자치도 제주시 연동,1399-1,1399,1,대림이편한세상2차,84.978,202406,7,"75,000",204,14,개인,개인,2002,연화로 25,-,중개거래,제주 제주시,24.11.15
1009,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202406,6,"46,400",106,10,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.07.05
1010,제주특별자치도 제주시 조천읍 함덕리,4178,4178,0,천마에버하임오션,60.7976,202406,6,"30,000",-,6,개인,개인,2021,함덕5길 14,-,중개거래,제주 제주시,24.06.07
1011,제주특별자치도 제주시 노형동,Jan-91,3791,1,노형2차아이파크,84.9071,202406,6,"84,500",201,14,개인,개인,2014,노형12길 24,-,중개거래,제주 제주시,24.06.28
1012,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,22.36,202406,6,"13,500",-,9,개인,개인,2019,삼무로11길 9,-,중개거래,제주 제주시,24.07.17
1013,제주특별자치도 제주시 삼양일동,1583-9,1583,9,라오체블랙비치,84.6909,202406,5,"29,000",-,4,개인,개인,2018,선사로8길 61,-,중개거래,제주 제주시,24.08.07
1014,제주특별자치도 제주시 화북일동,10월 01일,10,1,화북주공1단지,84.6,202406,5,"44,400",-,5,개인,개인,1998,동화로1길 11,20240607,중개거래,제주 제주시,-
1015,제주특별자치도 제주시 한림읍 대림리,1781-2,1781,2,한림대성유니크아파트2차,82.51,202406,5,"26,000",-,6,개인,개인,2017,한림상로 218,-,중개거래,제주 제주시,24.07.26
1016,제주특별자치도 제주시 화북일동,10월 01일,10,1,화북주공1단지,84.6,202406,5,"44,400",화북1아파트 109동,5,개인,개인,1998,동화로1길 11,-,중개거래,제주 제주시,24.07.12
1017,제주특별자치도 제주시 연동,276-3,276,3,청목더웰연동,17.6127,202406,5,"8,500",-,3,개인,개인,2018,연동8길 28,-,직거래,-,24.06.05
1018,제주특별자치도 제주시 조천읍 함덕리,Jan-52,3052,1,함덕해밀타운아파트,84.82,202406,5,"27,800",-,7,개인,개인,2018,신북로 460,-,중개거래,제주 제주시,24.07.12
1019,제주특별자치도 제주시 연동,292-53,292,53,e편한세상연동센트럴파크2단지,84.9418,202406,5,"83,800",201동,13,개인,개인,2023,신대로14길 14,-,중개거래,제주 제주시,24.06.28
1020,제주특별자치도 제주시 화북일동,10월 01일,10,1,화북주공1단지,84.6,202406,5,"44,400",-,5,개인,개인,1998,동화로1길 11,20240610,중개거래,제주 제주시,-
1021,제주특별자치도 제주시 일도이동,160-2,160,2,스카이캐슬,84.46,202406,4,"55,000",-,10,개인,법인,2022,고마로11길 37,-,직거래,-,24.06.25
1022,제주특별자치도 제주시 연동,251-7,251,7,동서연동타워,36.2,202406,4,"10,500",-,5,개인,개인,2005,연동1길 3,-,중개거래,제주 제주시,24.07.16
1023,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.84,202406,4,"44,000",104,11,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.06.24
1024,제주특별자치도 제주시 도남동,800,800,0,도남1차e-편한세상,103.488,202406,3,"62,000",도남1차e-편한세상 103,10,개인,개인,2005,오남로 7-13,-,중개거래,제주 제주시,24.08.22
1025,제주특별자치도 제주시 삼도일동,553-2,553,2,에코빌리지Ⅲ,84.32,202406,3,"36,400",-,11,개인,개인,2013,서광로21길 4-6,-,중개거래,제주 제주시,24.07.31
1026,제주특별자치도 제주시 일도이동,408,408,0,서해1,84.15,202406,2,"22,800",-,10,개인,개인,1984,천수로9길 10,-,직거래,-,24.08.26
1027,제주특별자치도 제주시 연동,280-24,280,24,라이오니파크1차,42.3325,202406,2,"19,400",-,2,개인,법인,2018,신대로8길 34,-,중개거래,제주 제주시,24.07.31
1028,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.8953,202406,1,"56,000",203,7,개인,개인,2013,화삼로 12,-,중개거래,제주 제주시,24.07.10
1029,제주특별자치도 제주시 일도이동,417-3,417,3,서해2,153.387,202406,1,"39,000",-,2,개인,개인,1989,고마로19길 18,-,중개거래,제주 제주시,24.07.18
1030,제주특별자치도 제주시 한림읍 한림리,932-3,932,3,삼영노블리안아파트2차,84.63,202406,1,"27,000",-,7,개인,개인,2016,한림중앙로 61-7,-,직거래,-,24.06.05
1031,제주특별자치도 제주시 도남동,70,70,0,수선화(70)1차,53.89,202406,1,"23,000",수선화아파트 다,5,개인,개인,1992,독짓골2길 26,-,직거래,-,24.06.07
1032,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202405,31,"40,000",313동,2,개인,개인,2018,첨단로동길 106,-,직거래,-,24.05.31
1033,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,39.84,202405,31,"16,900",105,8,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.07.10
1034,제주특별자치도 제주시 연동,261-44,261,44,제원1차,64.7,202405,31,"42,000",아,2,개인,개인,1978,신광로6길 13,-,직거래,-,24.06.04
1035,제주특별자치도 제주시 연동,1399,1399,0,대림이편한세상1차,59.953,202405,31,"50,000",103,4,개인,개인,2001,국기로 14,-,직거래,-,24.06.19
1036,제주특별자치도 제주시 이도일동,1692-2,1692,2,신세계에덴,84.856,202405,31,"26,800",-,6,개인,개인,1995,오현길 9,-,중개거래,제주 제주시,24.11.22
1037,제주특별자치도 제주시 일도이동,1046-2,1046,2,기산,79.74,202405,30,"24,000",101,5,개인,개인,1997,삼성로5길 9,-,중개거래,제주 제주시,24.06.20
1038,제주특별자치도 제주시 노형동,Jan-91,3791,1,노형2차아이파크,115.1601,202405,30,"95,000",202,2,개인,개인,2014,노형12길 24,-,중개거래,제주 제주시,24.06.14
1039,제주특별자치도 제주시 삼양일동,1577-1,1577,1,대유,82.26,202405,30,"12,000",-,2,개인,개인,1992,선사로8길 87,-,중개거래,제주 제주시,24.05.31
1040,제주특별자치도 제주시 조천읍 신촌리,1792-7,1792,7,에스디빌(103동),84.42,202405,29,"31,300",-,7,개인,개인,2016,신북로 68,-,중개거래,제주 제주시,24.06.28
1041,제주특별자치도 제주시 애월읍 하귀2리,1795-1,1795,1,애월위너빌,81.1941,202405,28,"37,000",-,6,개인,개인,2019,일주서로 7044,-,중개거래,제주 제주시,-
1042,제주특별자치도 제주시 도련일동,1911,1911,0,제주삼화사랑으로부영6차,84.3616,202405,28,"52,800",603,4,개인,개인,2013,화삼로 107,-,중개거래,제주 제주시,24.06.24
1043,제주특별자치도 제주시 삼양이동,Jan-42,2142,1,삼화다온펠리스,51.847,202405,27,"20,500",-,10,개인,개인,2019,지석2길 3,-,직거래,-,24.05.29
1044,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.97,202405,27,"43,600",101,7,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.06.17
1045,제주특별자치도 제주시 삼도일동,572-15,572,15,금광아이빌,30.4213,202405,27,"8,500",-,8,개인,개인,2012,서광로18길 5-19,-,직거래,-,24.05.28
1046,제주특별자치도 제주시 도남동,Oct-47,47,10,도남일우,37.05,202405,27,"7,000",-,1,개인,개인,1996,신성로4길 7,-,중개거래,제주 제주시,24.06.19
1047,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202405,26,"34,900",204,9,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.07.09
1048,제주특별자치도 제주시 삼양이동,Jun-13,2113,6,삼부비치,66.98,202405,26,"21,600",-,6,개인,개인,2003,지석15길 30,-,중개거래,제주 제주시,24.07.31
1049,제주특별자치도 제주시 노형동,943,943,0,노형해모로루엔,76.6417,202405,25,"68,000",101동,11,개인,개인,2019,원노형10길 20,-,중개거래,제주 제주시,24.08.01
1050,제주특별자치도 제주시 노형동,Mar-12,2512,3,탐라빌,59.58,202405,25,"20,000",-,1,개인,개인,2001,수덕9길 72,-,중개거래,제주 제주시,24.06.24
1051,제주특별자치도 제주시 도남동,Oct-47,47,10,도남일우,37.05,202405,24,"8,900",-,6,개인,개인,1996,신성로4길 7,-,직거래,-,24.07.09
1052,제주특별자치도 제주시 오라이동,1492,1492,0,미듬아뜨리에,59.6725,202405,24,"24,000",-,2,개인,개인,2014,연사길 83-20,-,중개거래,제주 제주시,24.06.25
1053,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202405,24,"25,100",107,2,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.07.19
1054,제주특별자치도 제주시 삼양이동,2318,2318,0,제주삼화사랑으로부영3차,66.4409,202405,23,"44,100",309,11,개인,개인,2013,화삼로 167,-,직거래,-,24.05.24
1055,제주특별자치도 제주시 삼도이동,632-6,632,6,아이린,84.66,202405,23,"33,000",-,10,개인,개인,2011,서사로7길 1,-,중개거래,제주 제주시,24.09.30
1056,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,101.8684,202405,23,"58,500",214동,5,개인,개인,2017,첨단로동길 74,-,직거래,-,24.06.11
1057,제주특별자치도 제주시 아라일동,Mar-82,6082,3,아라원신,121.925,202405,23,"43,000",103,3,개인,개인,1992,중앙로 578,-,중개거래,제주 제주시,24.08.02
1058,제주특별자치도 제주시 구좌읍 세화리,1323-3,1323,3,이루안아파트,84.48,202405,22,"27,000",-,2,개인,개인,2016,구좌로 70,-,중개거래,제주 제주시,24.06.19
1059,제주특별자치도 제주시 일도이동,113-6,113,6,일도우성2,86.15,202405,22,"41,000",203,1,개인,개인,1995,남광로 223,-,중개거래,제주 제주시,24.07.22
1060,제주특별자치도 제주시 외도일동,529-1,529,1,해밀마루,47.71,202405,22,"21,500",-,7,개인,개인,2019,우정로15길 48,-,중개거래,제주 제주시,24.06.21
1061,제주특별자치도 제주시 용담삼동,505,505,0,용두암현대1,83.55,202405,21,"23,500",105,7,개인,개인,1991,용담로5길 25,-,중개거래,제주 제주시,24.08.30
1062,제주특별자치도 제주시 노형동,Jan-91,3791,1,노형2차아이파크,84.9071,202405,21,"84,000",201,11,개인,개인,2014,노형12길 24,-,중개거래,제주 제주시,24.06.19
1063,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,74.976,202405,20,"65,500",108동,6,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,24.07.17
1064,제주특별자치도 제주시 노형동,1058-1,1058,1,노형수선화,59.9,202405,20,"19,500",노형수선화아파트나동,3,개인,개인,1994,수덕로 25,-,중개거래,제주 제주시,24.07.31
1065,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,22.36,202405,20,"12,000",-,6,개인,개인,2019,삼무로11길 9,-,중개거래,제주 제주시,24.06.17
